country,country_code,year,electricity_access,gdp_per_capita,life_expectancy,population,poverty_headcount,primary_enrollment,secondary_enrollment
Faroe Islands,FRO,1964,,,73.8559268292683,35847.0,,,
Faroe Islands,FRO,1965,,1594.47884066707,74.1064634146341,36347.0,,,
Faroe Islands,FRO,1966,,1749.16153532827,74.3161951219512,36816.0,,,
Faroe Islands,FRO,1967,,1780.15707646919,74.4996097560976,37202.0,,,
Faroe Islands,FRO,1968,,1735.53425630103,74.6961707317073,37560.0,,,
Faroe Islands,FRO,1969,,1849.43853817677,74.8429268292683,37907.0,,,
Faroe Islands,FRO,1970,,2219.37686726419,74.9766097560976,38269.0,,,
Faroe Islands,FRO,1971,,2563.60186171096,75.1171707317073,38703.0,,,
Faroe Islands,FRO,1972,,3046.4591497805,75.2144146341464,39172.0,,,
Faroe Islands,FRO,1973,,4067.92980683272,75.327243902439,39636.0,,,
Faroe Islands,FRO,1974,,4906.27514325385,75.3675609756098,40106.0,,,
Faroe Islands,FRO,1975,,5605.51262112203,75.4443414634146,40568.0,,,
Faroe Islands,FRO,1976,,6593.6212932559,75.5123414634146,41020.0,,,
Faroe Islands,FRO,1977,,8387.1492388171,75.633512195122,41468.0,,,
Faroe Islands,FRO,1978,,9479.43754490354,75.7200243902439,41968.0,,,
Faroe Islands,FRO,1979,,10549.3401533022,75.7627804878049,42521.0,,,
Faroe Islands,FRO,1980,,11446.2829681746,75.8484390243903,43072.0,,,
Faroe Islands,FRO,1981,,10458.0965252581,75.9368536585366,43626.0,,,
Faroe Islands,FRO,1982,,10052.9192302665,76.0023170731707,44171.0,,,
Faroe Islands,FRO,1983,,10893.3317148574,76.0578048780488,44670.0,,,
Faroe Islands,FRO,1984,,9437.29347360867,76.1203414634146,45141.0,,,
Faroe Islands,FRO,1985,,10048.9483272876,76.1981707317073,45707.0,,,
Faroe Islands,FRO,1986,,14933.8685239492,75.1634146341463,46131.0,,,
Faroe Islands,FRO,1987,,18982.6475307663,75.3634146341464,46701.0,,,
Faroe Islands,FRO,1988,,20453.530924512,75.6634146341463,47355.0,,,
Faroe Islands,FRO,1989,,18181.2283745133,75.9146341463415,47958.0,,,
Faroe Islands,FRO,1990,100.0,20125.7940710069,76.1146341463415,47740.0,,,
Faroe Islands,FRO,1991,100.0,19163.9593395877,76.3658536585366,47446.0,,,
Faroe Islands,FRO,1992,100.0,19301.0703659832,76.5658536585366,47286.0,,,
Faroe Islands,FRO,1993,100.0,16374.1783348965,76.8170731707317,46473.0,,,
Faroe Islands,FRO,1994,100.0,16976.3095407028,77.0682926829268,44694.0,,,
Faroe Islands,FRO,1995,100.0,20669.6791981354,77.319512195122,43610.0,,,
Faroe Islands,FRO,1996,100.0,22706.2164905709,77.5219512195122,43580.0,,,
Faroe Islands,FRO,1997,100.0,21158.8924655147,77.7756097560976,44131.0,,,
Faroe Islands,FRO,1998,100.0,24729.019906458,77.9780487804878,44674.0,,,
Faroe Islands,FRO,1999,100.0,24978.6210817538,78.1804878048781,45146.0,,,
Faroe Islands,FRO,2000,100.0,23322.7593357515,78.3829268292683,45754.0,,,
Faroe Islands,FRO,2001,100.0,24879.7729617864,78.5853658536585,46635.0,,,
Faroe Islands,FRO,2002,100.0,26937.6505602847,78.7878048780488,47335.0,,,
Faroe Islands,FRO,2003,100.0,31269.6031997217,78.9390243902439,48032.0,,,
Faroe Islands,FRO,2004,100.0,35647.5440400531,79.190243902439,48384.0,,,
Faroe Islands,FRO,2005,100.0,36389.081644098,79.4414634146342,48359.0,,,
Faroe Islands,FRO,2006,100.0,41743.6812847661,79.6926829268293,48335.0,,,
Faroe Islands,FRO,2007,100.0,48348.7393711011,79.9414634146342,48378.0,,,
Faroe Islands,FRO,2008,100.0,51287.8911081663,80.1414634146341,48547.0,,,
Faroe Islands,FRO,2009,100.0,47059.1947296738,80.390243902439,48791.0,,,
Faroe Islands,FRO,2010,100.0,47923.1515374991,80.6390243902439,48657.0,,,
Faroe Islands,FRO,2011,100.0,51618.9907766392,80.890243902439,48543.0,,,
Faroe Islands,FRO,2012,100.0,50261.9616267693,81.090243902439,48291.0,,,
Faroe Islands,FRO,2013,100.0,55758.2083680611,81.3414634146341,48246.0,,,
Faroe Islands,FRO,2014,100.0,60172.0632541664,81.5926829268293,48428.0,,,
Faroe Islands,FRO,2015,100.0,52635.0375463609,81.7926829268293,48901.0,,,
Faroe Islands,FRO,2016,100.0,56875.2803813296,81.9926829268293,49464.0,,,
Faroe Islands,FRO,2017,100.0,59387.353086482,82.1439024390244,50180.0,,,
Faroe Islands,FRO,2018,100.0,62526.4908515743,82.2926829268293,50996.0,,,
Faroe Islands,FRO,2019,100.0,63067.0695697911,82.4439024390244,51793.0,,,
Faroe Islands,FRO,2020,100.0,62240.822409175,82.6439024390244,52567.0,,,
Faroe Islands,FRO,2021,100.0,68749.4005557957,82.8439024390244,53305.0,,,
Faroe Islands,FRO,2022,100.0,66139.3809716876,82.9439024390244,53927.0,,,
Faroe Islands,FRO,2023,100.0,71774.3522353393,83.1439024390244,54439.0,,,
Faroe Islands,FRO,2024,,,,54719.0,,,
Fiji,FJI,1960,,277.431535497766,58.602,404887.0,,,
Fiji,FJI,1961,,280.273366731046,59.102,417406.0,,,
Fiji,FJI,1962,,285.473073001593,59.654,430536.0,,,
Fiji,FJI,1963,,291.38357377756,60.155,444276.0,,,
Fiji,FJI,1964,,305.532203132127,60.714,458324.0,,,
Fiji,FJI,1965,,311.241072912198,61.413,472575.0,,,
Fiji,FJI,1966,,309.5744090096,61.565,486487.0,,,
Fiji,FJI,1967,,325.9865454003,61.442,498873.0,,,
Fiji,FJI,1968,,327.357416510141,61.719,510002.0,,,
Fiji,FJI,1969,,349.813973013608,61.397,520797.0,,,
Fiji,FJI,1970,,413.93721652892,61.652,531188.0,,,55.003360748291
Fiji,FJI,1971,,457.844599860784,61.74,541121.0,,,58.1894416809082
Fiji,FJI,1972,,575.217482137037,61.63,550499.0,,,62.0423698425293
Fiji,FJI,1973,,761.684067364828,60.649,559222.0,,,64.4716110229492
Fiji,FJI,1974,,984.313523932329,61.194,567489.0,,,67.1397323608398
Fiji,FJI,1975,,1188.18424249981,61.689,575906.0,,,68.7117767333984
Fiji,FJI,1976,,1186.16648457757,62.1,585534.0,,,70.1999816894531
Fiji,FJI,1977,,1203.57267969162,62.691,597805.0,,,71.7444305419922
Fiji,FJI,1978,,1354.81144050374,63.065,612091.0,,,72.1358489990234
Fiji,FJI,1979,,1626.66019023926,62.305,626862.0,,,72.2590179443359
Fiji,FJI,1980,,1873.31097972432,62.406,641975.0,,,70.3306274414062
Fiji,FJI,1981,,1879.36315139259,62.255,657471.0,,,68.5044784545898
Fiji,FJI,1982,,1773.14392517051,62.195,673414.0,,,
Fiji,FJI,1983,,1628.04901181455,62.916,689835.0,,,68.7380523681641
Fiji,FJI,1984,,1666.86572541062,63.238,706716.0,,,69.0605926513672
Fiji,FJI,1985,,1576.72069091401,63.998,723761.0,,,67.5377197265625
Fiji,FJI,1986,,1745.24126633634,63.961,739306.0,,,69.8832397460938
Fiji,FJI,1987,,1569.46727039388,64.278,750540.0,,,72.4010162353516
Fiji,FJI,1988,,1463.04720165947,64.951,758697.0,,,
Fiji,FJI,1989,,1543.2961719258,65.386,766321.0,,,
Fiji,FJI,1990,,1728.94076871199,65.056,773316.0,,,
Fiji,FJI,1991,,1774.99211138118,65.457,779656.0,,,75.3627471923828
Fiji,FJI,1992,,1951.25592930351,65.407,785346.0,,96.64656,79.4425582885742
Fiji,FJI,1993,,2070.04734110195,65.51,790369.0,,,
Fiji,FJI,1994,,2297.18005884304,65.796,794771.0,,97.00467,
Fiji,FJI,1995,,2466.74347815903,66.007,798746.0,,95.49888,
Fiji,FJI,1996,66.9,2648.32766264,66.202,803789.0,,93.14733,
Fiji,FJI,1997,71.7715148925781,2573.72338605678,66.293,812139.0,,93.57705,
Fiji,FJI,1998,73.0895843505859,2010.49636073149,66.536,822258.0,,94.55807,76.7268676757812
Fiji,FJI,1999,74.4028167724609,2327.95720514091,66.728,831828.0,,94.26094,76.0805587768555
Fiji,FJI,2000,76.8,1995.72071163264,66.194,840909.0,,92.67882,75.6572799682617
Fiji,FJI,2001,77.7,1944.997414609,66.205,849596.0,,95.5092,74.7156372070312
Fiji,FJI,2002,79.6,2136.56794118683,65.492,858049.0,5.4,96.66751,76.0836715698242
Fiji,FJI,2003,80.0,2655.58079586044,65.653,866286.0,,99.36104,77.7666320800781
Fiji,FJI,2004,80.6,3097.19096651759,65.841,874366.0,,96.70622,80.5614318847656
Fiji,FJI,2005,81.6,3377.69126953493,65.983,882379.0,,,
Fiji,FJI,2006,82.6,3455.10599907349,66.126,890365.0,,99.12584,79.7871704101562
Fiji,FJI,2007,88.9,3762.74692789299,66.161,897832.0,,96.31323,79.2860107421875
Fiji,FJI,2008,86.2,3899.92231512129,66.32,903399.0,3.8,96.8042,79.2769012451172
Fiji,FJI,2009,85.6,3164.13275408169,66.347,907239.0,,96.73256,79.3391189575195
Fiji,FJI,2010,92.4,3449.14452883369,66.778,910419.0,,,
Fiji,FJI,2011,92.5,4139.60288609702,66.88,912989.0,,96.74118,83.9304962158203
Fiji,FJI,2012,92.6,4341.40338748749,65.812,914918.0,,96.97145,82.1471405029297
Fiji,FJI,2013,91.8,4572.44377544245,66.545,916352.0,1.6,97.10737,
Fiji,FJI,2014,93.0,5293.35676680464,66.581,917585.0,,,88.1849686883865
Fiji,FJI,2015,93.2,5097.53106864695,66.48,918578.0,,98.72797,87.836769819804
Fiji,FJI,2016,93.4,5363.79026679243,66.657,919166.0,,96.76212,89.18202295018
Fiji,FJI,2017,96.0,5826.84814459328,67.06,918759.0,,,
Fiji,FJI,2018,95.1,6085.41979485376,66.965,917180.0,,,92.0806759919252
Fiji,FJI,2019,96.1,5950.82866866702,67.009,914899.0,4.7,,91.8760588497548
Fiji,FJI,2020,97.1,4844.42127154524,66.924,914963.0,,,91.541633605957
Fiji,FJI,2021,92.1,4696.17103944634,64.904,916711.0,,,93.95505855048
Fiji,FJI,2022,92.0,5405.03006162671,67.148,919422.0,,,95.3068339697491
Fiji,FJI,2023,99.3,5888.73667332429,67.316,924145.0,,,98.540177642079
Fiji,FJI,2024,,6288.39867264416,,928784.0,,,98.0927630329298
Finland,FIN,1960,,1191.85508873415,68.819756097561,4429634.0,,,
Finland,FIN,1961,,1341.49900625891,68.8441463414634,4461005.0,,,
Finland,FIN,1962,,1426.6675637882,68.5778048780488,4491443.0,,,
Finland,FIN,1963,,1538.45703402737,69.0126829268293,4523309.0,,,
Finland,FIN,1964,,1725.60483489826,69.2209756097561,4548543.0,,,
Finland,FIN,1965,,1902.03847177709,68.9778048780488,4563732.0,,,
Finland,FIN,1966,,2031.52331393903,69.4770731707317,4580869.0,,,
Finland,FIN,1967,,2055.75306771186,69.6665853658537,4605744.0,,,
Finland,FIN,1968,,1927.29380452918,69.6163414634146,4626469.0,,,
Finland,FIN,1969,,2201.12415237742,69.5034146341464,4623785.0,,,
Finland,FIN,1970,,2465.86455526041,70.179512195122,4606307.0,,,
Finland,FIN,1971,,2716.43223544591,70.0175609756098,4612124.0,,,
Finland,FIN,1972,,3177.9287929756,70.7073170731707,4639657.0,,81.14138,
Finland,FIN,1973,,4173.54485169644,71.2236585365854,4666081.0,,,
Finland,FIN,1974,,5298.08008790754,71.1348780487805,4690574.0,,,
Finland,FIN,1975,,6256.10245136117,71.6736585365854,4711440.0,,,
Finland,FIN,1976,,6740.29145314637,71.8129268292683,4725664.0,,,
Finland,FIN,1977,,7069.73565139858,72.350243902439,4738902.0,,,
Finland,FIN,1978,,7629.49572475149,72.8970731707317,4752528.0,,,
Finland,FIN,1979,,9333.07695567452,73.1553658536586,4764690.0,,97.03223,
Finland,FIN,1980,,11224.9380036353,73.44,4779535.0,,,
Finland,FIN,1981,,10925.0957161181,73.7465853658537,4799964.0,,,
Finland,FIN,1982,,10935.3110588486,74.2980487804878,4826933.0,,,
Finland,FIN,1983,,10493.9626636806,74.2009756097561,4855787.0,,,
Finland,FIN,1984,,10830.2185222663,74.5190243902439,4881803.0,,,
Finland,FIN,1985,,11394.1921044246,74.2229268292683,4902206.0,,,
Finland,FIN,1986,,14946.9926198261,74.56,4918154.0,,,
Finland,FIN,1987,,18565.0264426011,74.5919512195122,4932123.0,0.0,,
Finland,FIN,1988,,22043.7701596288,74.5770731707317,4946481.0,,,
Finland,FIN,1989,,23969.052798644,74.7921951219512,4964371.0,,,
Finland,FIN,1990,100.0,28366.204276071,74.8131707317073,4986431.0,,,
Finland,FIN,1991,100.0,25488.8450525604,75.2275609756098,5013740.0,0.0,,
Finland,FIN,1992,100.0,22320.1124695857,75.4553658536585,5041992.0,,,
Finland,FIN,1993,100.0,17588.6781715509,75.7051219512195,5066447.0,,98.75371,
Finland,FIN,1994,100.0,20278.29109854,76.3956097560976,5088333.0,,98.63792,
Finland,FIN,1995,100.0,26246.2743214462,76.409512195122,5107790.0,0.0,98.31477,
Finland,FIN,1996,100.0,25756.6777073618,76.6934146341464,5124573.0,,98.36753,
Finland,FIN,1997,100.0,24682.29083271,76.8785365853659,5139835.0,,98.71485,
Finland,FIN,1998,100.0,25999.9861694953,77.0907317073171,5153498.0,,99.41359,
Finland,FIN,1999,100.0,26180.4128562349,77.2912195121951,5165474.0,,99.78745,
Finland,FIN,2000,100.0,24335.9225082659,77.4658536585366,5176209.0,0.0,99.70392,125.493049621582
Finland,FIN,2001,100.0,24965.202996776,77.9658536585366,5188008.0,,99.61892,128.174865722656
Finland,FIN,2002,100.0,26989.389260959,78.119512195122,5200598.0,,99.262,129.487838745117
Finland,FIN,2003,100.0,32920.0857192568,78.3682926829268,5213014.0,0.0,98.52116,132.235412597656
Finland,FIN,2004,100.0,37768.1334202029,78.7146341463415,5228172.0,0.0,97.57685,110.782669067383
Finland,FIN,2005,100.0,39049.8703780223,78.8170731707317,5246096.0,0.1,97.1783,111.326103210449
Finland,FIN,2006,100.0,41214.0187765069,79.2146341463415,5266268.0,0.1,96.6628,110.277038574219
Finland,FIN,2007,100.0,48473.0240091455,79.2634146341464,5288720.0,0.1,97.26075,109.042900085449
Finland,FIN,2008,100.0,53769.4726240385,79.5682926829268,5313399.0,0.1,97.71417,108.298301696777
Finland,FIN,2009,100.0,47478.3495310999,79.719512195122,5338871.0,0.1,97.87074,107.702293395996
Finland,FIN,2010,100.0,46506.2919016566,79.8707317073171,5363352.0,0.1,98.21163,108.609390258789
Finland,FIN,2011,100.0,51060.3242589767,80.4707317073171,5388272.0,0.1,98.48757,109.248931884766
Finland,FIN,2012,100.0,47551.6740841369,80.6268292682927,5413971.0,0.1,99.0129,109.962677001953
Finland,FIN,2013,100.0,49691.0145200739,80.9756097560976,5438972.0,0.1,99.03438,145.653442382812
Finland,FIN,2014,100.0,50073.7760815871,81.1804878048781,5461512.0,0.1,99.36498,147.413314819336
Finland,FIN,2015,100.0,42560.3456767103,81.4804878048781,5479531.0,0.1,99.11706,150.819213867188
Finland,FIN,2016,100.0,43451.2562442158,81.4292682926829,5495303.0,0.0,99.05594,152.471435546875
Finland,FIN,2017,100.0,46085.0174739036,81.6317073170732,5508214.0,0.1,98.62944,153.583709716797
Finland,FIN,2018,100.0,49654.2497035329,81.7341463414634,5515525.0,0.1,,153.651428222656
Finland,FIN,2019,100.0,48358.1807773701,81.9829268292683,5521606.0,0.0,,144.613204956055
Finland,FIN,2020,100.0,48828.6846862799,81.9317073170732,5529543.0,0.0,,143.122909545898
Finland,FIN,2021,100.0,53099.1351400148,81.8853658536585,5541017.0,0.0,,143.361343383789
Finland,FIN,2022,100.0,50440.560224974,81.1878048780488,5556106.0,0.1,,144.852462768555
Finland,FIN,2023,100.0,52821.5114340717,81.6853658536585,5583911.0,0.2,,142.861724853516
Finland,FIN,2024,,53188.6186245158,,5637214.0,,,
Fragile and conflict affected situations,FCS,1960,,139.231373892095,46.1151937443795,244461631.0,,,
Fragile and conflict affected situations,FCS,1961,,142.317145924426,46.506375141356,249737371.0,,,
Fragile and conflict affected situations,FCS,1962,,153.891189790516,46.9989517665139,255228141.0,,,
Fragile and conflict affected situations,FCS,1963,,172.060719680792,47.3091401201584,260895002.0,,,
Fragile and conflict affected situations,FCS,1964,,152.30562660369,47.6765311715615,266719458.0,,,
Fragile and conflict affected situations,FCS,1965,,163.674750279561,47.9590636215108,272676376.0,,,
Fragile and conflict affected situations,FCS,1966,,170.826371164555,48.0833224619014,278749755.0,,,
Fragile and conflict affected situations,FCS,1967,,164.786051517232,48.390547761643,284996969.0,,,
Fragile and conflict affected situations,FCS,1968,,178.026926142121,48.806159912897,291464978.0,,,
Fragile and conflict affected situations,FCS,1969,,195.35850014092,49.0394896154533,298094137.0,,,
Fragile and conflict affected situations,FCS,1970,,227.489653083883,49.4718892029713,304858040.0,,49.67083,24.2629108428955
Fragile and conflict affected situations,FCS,1971,,229.032881600214,49.83948675888,311844505.0,,49.63676,24.1301708221436
Fragile and conflict affected situations,FCS,1972,,259.185867313907,49.8659823168845,319025117.0,,50.3963,24.4479808807373
Fragile and conflict affected situations,FCS,1973,,313.214957687616,50.2681419878457,326527998.0,,52.31758,24.800760269165
Fragile and conflict affected situations,FCS,1974,,460.436840308356,50.3642456511816,334361510.0,,51.8638,25.0006599426269
Fragile and conflict affected situations,FCS,1975,,493.19156211041,50.512358369767,342377291.0,,52.6177,25.4356899261475
Fragile and conflict affected situations,FCS,1976,,572.056812901388,50.9802203215419,350583131.0,,54.13775,25.8331508636475
Fragile and conflict affected situations,FCS,1977,,617.031515762564,51.4583013644294,358846637.0,,54.82382,26.2061195373535
Fragile and conflict affected situations,FCS,1978,,660.329055667006,51.540999912495,367727720.0,,55.08539,26.8922691345215
Fragile and conflict affected situations,FCS,1979,,811.850592818974,51.8156269174873,376996705.0,,56.52305,27.8759098052979
Fragile and conflict affected situations,FCS,1980,,1003.58358961711,52.0615277219065,385675261.0,,58.33677,28.6578903198242
Fragile and conflict affected situations,FCS,1981,,1293.51442055927,52.1641006467004,393958598.0,,60.01068,28.8457908630371
Fragile and conflict affected situations,FCS,1982,,1207.39079305521,52.1082505792941,402886924.0,,59.48363,30.0119705200195
Fragile and conflict affected situations,FCS,1983,,1018.77270149753,51.5779417460675,412313057.0,,60.69324,31.0035495758057
Fragile and conflict affected situations,FCS,1984,,895.265102560411,51.4963706420188,422123181.0,,61.14394,31.6861991882324
Fragile and conflict affected situations,FCS,1985,,888.887443152115,51.7447758943044,432271865.0,,60.87187,31.9091796875
Fragile and conflict affected situations,FCS,1986,,800.489305057817,52.3003237604013,442386405.0,,61.40048,31.7652206420898
Fragile and conflict affected situations,FCS,1987,,786.428451368679,53.0855088442143,452678880.0,,60.58109,32.4856414794922
Fragile and conflict affected situations,FCS,1988,,834.677113572566,52.9941022492616,463045466.0,,60.70418,31.7777805328369
Fragile and conflict affected situations,FCS,1989,,806.989618941513,53.3741748234438,473853393.0,,59.76462,31.8663291931152
Fragile and conflict affected situations,FCS,1990,,1120.71457234619,53.3993677081629,486723712.0,,57.86459,30.5092105865479
Fragile and conflict affected situations,FCS,1991,,774.289394805769,53.3709786670396,497970454.0,,60.99902,30.5527191162109
Fragile and conflict affected situations,FCS,1992,,672.331353679055,53.5495557550048,510691966.0,,60.50288,30.1548004150391
Fragile and conflict affected situations,FCS,1993,,667.014894490171,53.9816308429429,524592905.0,54.1,60.6073,29.8929100036621
Fragile and conflict affected situations,FCS,1994,,652.425218013759,54.2326346695846,539513196.0,55.2,61.32111,30.1124496459961
Fragile and conflict affected situations,FCS,1995,,776.542626985945,54.2256794115287,554041514.0,56.0,62.11463,30.9465599060059
Fragile and conflict affected situations,FCS,1996,,820.035358671253,54.2371535526448,566796346.0,55.6,60.82281,30.9050693511963
Fragile and conflict affected situations,FCS,1997,,898.381584078305,54.5178236598757,579354582.0,55.0,59.84781,30.9403896331787
Fragile and conflict affected situations,FCS,1998,,901.021068833428,54.4707221253788,592889780.0,54.7,58.71865,31.3100395202637
Fragile and conflict affected situations,FCS,1999,,656.861874793704,54.9034036316228,607064140.0,55.0,57.41334,31.3745708465576
Fragile and conflict affected situations,FCS,2000,40.4330868376339,750.92074897408,55.4884249847297,621080692.0,,,32.3150405883789
Fragile and conflict affected situations,FCS,2001,40.9429778910338,718.194930414518,55.7212693010549,635481068.0,51.5,,33.5228309631348
Fragile and conflict affected situations,FCS,2002,41.4924612334799,683.862456014444,56.1508566104113,651226758.0,51.1,,34.4075202941895
Fragile and conflict affected situations,FCS,2003,43.2768923134386,702.403263694093,56.4469254565792,667644273.0,50.0,,35.7537612915039
Fragile and conflict affected situations,FCS,2004,42.5868036237734,872.112687981737,56.7557447226361,684007365.0,47.0,,37.0750007629395
Fragile and conflict affected situations,FCS,2005,42.6845466464356,1079.1629358163,57.1472781506796,700820603.0,45.2,66.47881,37.3572883605957
Fragile and conflict affected situations,FCS,2006,44.1300397901622,1318.83234184649,57.5943113995222,717975893.0,44.0,68.22294,38.0571403503418
Fragile and conflict affected situations,FCS,2007,44.9119118754016,1577.49031924303,58.1095746645354,735110300.0,42.6,69.4833,38.0655899047852
Fragile and conflict affected situations,FCS,2008,44.6504432881769,1968.21501501874,58.1871780629647,753058095.0,41.4,72.21403,39.7689514160156
Fragile and conflict affected situations,FCS,2009,45.6795981324411,1739.73065858229,58.9379605951645,772015937.0,40.5,,41.1768112182617
Fragile and conflict affected situations,FCS,2010,45.9924926486261,2014.90119741003,59.3431607628088,791371804.0,38.8,,42.8060913085938
Fragile and conflict affected situations,FCS,2011,47.8710522136076,2053.09769693024,59.627635588706,810972272.0,38.5,,43.6493911743164
Fragile and conflict affected situations,FCS,2012,48.8909209673482,2242.84085219764,60.1008402450513,831065598.0,37.6,,44.7178115844727
Fragile and conflict affected situations,FCS,2013,50.5937760008476,2273.27217471253,60.4548394321653,851404936.0,36.9,,46.222728729248
Fragile and conflict affected situations,FCS,2014,49.9837325368256,2355.76885087242,60.5536917998503,871345375.0,36.5,,44.3626899719238
Fragile and conflict affected situations,FCS,2015,50.0432237711859,1815.53207965872,60.7449931085508,890869511.0,36.6,76.17704,44.572509765625
Fragile and conflict affected situations,FCS,2016,54.1757718946072,1635.50703091345,60.9861836667017,910836458.0,37.0,76.42514,44.1275482177734
Fragile and conflict affected situations,FCS,2017,54.5377495544254,1706.44326854085,61.2296826870124,931222867.0,36.9,76.56647,44.7863807678223
Fragile and conflict affected situations,FCS,2018,54.5154686576955,1823.31230335011,61.7825083062786,951851595.0,36.9,77.02801,45.3343811035156
Fragile and conflict affected situations,FCS,2019,55.4514164250793,1893.88268968493,62.1379545505037,973035228.0,,,45.9021492004395
Fragile and conflict affected situations,FCS,2020,56.3010490504136,1685.09795088858,62.0663682854031,994901090.0,39.5,,46.512809753418
Fragile and conflict affected situations,FCS,2021,57.8332255929662,1757.35640223069,61.6086810439385,1016906998.0,40.8,,47.081901550293
Fragile and conflict affected situations,FCS,2022,57.9458706435872,1897.94911362527,62.702271566254,1036390026.0,40.8,,47.2565994262695
Fragile and conflict affected situations,FCS,2023,58.950109305747,1722.02197897444,63.3499447771075,1057033168.0,41.5,,47.0949516296387
Fragile and conflict affected situations,FCS,2024,,1571.8004320986,,1081767572.0,41.7,,46.8620300292969
France,FRA,1960,,1302.53149729892,69.8682926829268,47412964.0,,,
France,FRA,1961,,1394.53557125112,70.1170731707317,47905982.0,,,
France,FRA,1962,,1547.62025902229,70.3146341463415,48389516.0,,,
France,FRA,1963,,1717.70379067821,70.5146341463415,48877567.0,,,
France,FRA,1964,,1884.13791381574,70.6634146341463,49401492.0,,,
France,FRA,1965,,2015.37980964483,70.8121951219512,49877725.0,,,
France,FRA,1966,,2165.07279456053,70.9609756097561,50311637.0,,,
France,FRA,1967,,2321.46918431738,71.1609756097561,50722791.0,,,
France,FRA,1968,,2512.62017415254,71.309756097561,51112980.0,,,
France,FRA,1969,,2723.56730541047,71.4585365853659,51536014.0,,,
France,FRA,1970,,2825.12972273207,71.6585365853659,52007169.0,0.0,,
France,FRA,1971,,3128.38612116665,71.9073170731707,52499553.0,,97.3487,
France,FRA,1972,,3806.8878889279,72.1073170731707,52962356.0,,97.27084,
France,FRA,1973,,4913.52707779625,72.3560975609756,53392161.0,,97.31155,
France,FRA,1974,,5267.35330005137,72.6048780487805,53746571.0,,97.57172,
France,FRA,1975,,6606.70146747184,72.8536585365854,54002853.0,0.5,,
France,FRA,1976,,6794.61739337861,73.1024390243903,54232383.0,,96.81501,
France,FRA,1977,,7464.90784463001,73.3512195121951,54486467.0,,96.94516,
France,FRA,1978,,9166.59011961391,73.6024390243903,54734030.0,,,
France,FRA,1979,,11062.5731730373,73.8512195121951,54979851.0,0.2,98.94168,
France,FRA,1980,,12565.1639377144,74.0512195121951,55274184.0,,99.29482,
France,FRA,1981,,10955.9002996167,74.3,55603353.0,,98.85366,
France,FRA,1982,,10359.8920663549,74.5,55806789.0,,97.61584,
France,FRA,1983,,9862.28449386586,74.8,56108330.0,,95.46911,
France,FRA,1984,,9311.89426452129,75.0,56383085.0,0.5,,
France,FRA,1985,,9657.01938533723,75.3,56665619.0,,94.87775,
France,FRA,1986,,13430.4824599685,75.6,56956002.0,,97.61482,
France,FRA,1987,,16175.7090467566,75.8,57266167.0,,99.88708,
France,FRA,1988,,17549.6440487161,76.1,57598186.0,,99.84556,
France,FRA,1989,,17547.2645422514,76.3487804878049,57943062.0,,99.85966,
France,FRA,1990,100.0,21586.4674617483,76.6,58261012.0,0.2,99.91749,
France,FRA,1991,100.0,21500.7778366233,76.8487804878049,58554242.0,,99.98827,
France,FRA,1992,100.0,23615.0168565483,77.1,58846584.0,,99.21937,
France,FRA,1993,100.0,22238.8250618434,77.3,59103094.0,,97.83304,
France,FRA,1994,100.0,23359.8985104774,77.6487804878049,59324863.0,,97.79167,
France,FRA,1995,100.0,26791.8151982369,77.7512195121951,59541294.0,,98.94106,
France,FRA,1996,100.0,26757.6351494145,77.9536585365854,59754504.0,0.2,99.94659,
France,FRA,1997,100.0,24169.4008102822,78.3048780487805,59968066.0,0.2,99.9391,
France,FRA,1998,100.0,24869.4030795939,78.6048780487805,60190684.0,0.0,,
France,FRA,1999,100.0,24576.3152254528,78.7560975609756,60501986.0,0.0,95.96275,
France,FRA,2000,100.0,22340.5939516217,79.0560975609756,60918661.0,0.0,95.59312,105.590217590332
France,FRA,2001,100.0,22331.7948343036,79.1585365853659,61364377.0,0.0,95.50102,104.571113586426
France,FRA,2002,100.0,24144.5727019529,79.2609756097561,61812142.0,0.0,95.43218,103.186340332031
France,FRA,2003,100.0,29479.5222101175,79.1146341463415,62249855.0,0.2,95.19437,102.772102355957
France,FRA,2004,100.0,33644.9282220364,80.1634146341463,62707588.0,0.1,95.15357,102.220016479492
France,FRA,2005,100.0,34696.3718316971,80.1634146341463,63180854.0,0.1,98.55515,106.781677246094
France,FRA,2006,100.0,36431.5658906555,80.8121951219512,63622342.0,0.0,98.57178,106.927520751953
France,FRA,2007,100.0,41486.1907828787,81.1121951219512,64016890.0,0.0,98.49684,106.69352722168
France,FRA,2008,100.0,45464.8181385158,81.2146341463415,64375116.0,0.0,98.06303,106.432838439941
France,FRA,2009,100.0,41728.0884164132,81.4146341463415,64706436.0,0.1,97.70589,106.239227294922
France,FRA,2010,100.0,40694.8211697025,81.6634146341463,65026211.0,0.1,97.35002,106.424942016602
France,FRA,2011,100.0,43929.7840873812,82.1146341463415,65340830.0,0.0,98.37009,106.610641479492
France,FRA,2012,100.0,40863.5814412333,81.9682926829268,65657659.0,0.1,98.27769,105.813583374023
France,FRA,2013,100.0,42669.1795111893,82.219512195122,65997932.0,0.1,98.30237,104.376602172852
France,FRA,2014,100.0,43148.0459288416,82.719512195122,66312067.0,0.0,97.56809,103.425827026367
